word,type,cefr,phon_br,phon_n_am,definition,example,vietnamese,synonyms,antonyms
segment,noun,c1,/ˈseɡmənt/,/ˈseɡmənt/,a part of something that is separate from the other parts or can be considered separately,She cleaned a small segment of the painting.,"Đoạn, Khúc, Phân đoạn","portion, component, fraction","entirety, totality, aggregate"
seize,verb,c1,/siːz/,/siːz/,to take somebody/something in your hand suddenly and using force,"seize something from somebody, She tried to seize the gun from him.","vồ lấy, tóm lấy, giật lấy","grasp, apprehend, confiscate","relinquish, cede, surrender"
seldom,adverb,c1,/ˈseldəm/,/ˈseldəm/,not often,He had seldom seen a child with so much talent.,"Hiếm khi, Ít khi, Không thường xuyên","rarely, infrequently, sporadically","frequently, routinely, constantly"
selective,adjective,c1,/sɪˈlektɪv/,/sɪˈlektɪv/,affecting or involving only a small number of people or things from a larger group,the selective breeding of cattle,"Chọn lọc, có chọn lọc, hạn chế","discerning, particular, exclusive","indiscriminate, comprehensive, all-encompassing"
senator,noun,c1,/ˈsenətə(r)/,/ˈsenətər/,a member of a senate,Senator McCarthy,"Thượng nghị sĩ, Nghị sĩ Thượng viện, Thành viên Thượng viện","legislator, parliamentarian, representative","constituent, layperson, electorate"
sensation,noun,c1,/senˈseɪʃn/,/senˈseɪʃn/,a feeling that you get when something affects your body,a tingling/burning sensation,"Cảm giác, Cảm nhận, Cảm thụ","perception, impression, awareness","numbness, insensitivity, unconsciousness"
sensitivity,noun,c1,/ˌsensəˈtɪvəti/,/ˌsensəˈtɪvəti/,the ability to understand other people’s feelings,sensitivity to the needs of children,"Sự thấu cảm, Sự tinh tế, Sự nhạy cảm","empathy, compassion, perceptiveness","insensitivity, callousness, indifference"
sentiment,noun,c1,/ˈsentɪmənt/,/ˈsentɪmənt/,"a feeling or an opinion, especially one based on emotions",the spread of nationalist sentiments,"Cảm xúc, Tình cảm, Quan điểm","Attitude, Conviction, Disposition","Objectivity, Apathy, Impartiality"
separation,noun,c1,/ˌsepəˈreɪʃn/,/ˌsepəˈreɪʃn/,the act of separating people or things; the state of being separate,"separation from somebody/something, the state’s eventual separation from the federation","Sự tách rời, Sự phân ly, Sự chia ly","division, disunion, severance","union, cohesion, integration"
serial,adjective,c1,/ˈsɪəriəl/,/ˈsɪriəl/,doing the same thing in the same way several times; done in the same way several times,a serial rapist,"loạt, liên tiếp, hàng loạt","consecutive, successive, recurrent","sporadic, erratic, disparate"
set-up,noun,c1,/ˈset ʌp/,/ˈset ʌp/,a way of organizing something; a system,I've only been here a couple of weeks and I don't really know the set-up.,"Hệ thống, Cơ cấu, Thiết lập","configuration, framework, structure","disarray, chaos, anarchy"
settlement,noun,c1,/ˈsetlmənt/,/ˈsetlmənt/,an official agreement that ends an argument between two people or groups,to negotiate a peace settlement,"Hòa giải, Thỏa thuận, Dàn xếp","resolution, accord, reconciliation","dispute, contention, discord"
sexuality,noun,c1,/ˌsekʃuˈæləti/,/ˌsekʃuˈæləti/,the feelings and activities connected with a person’s sexual desires,He was confused about his sexuality.,"Tình dục, Tính dục, Dục tính","libido, sensuality, eroticism","chastity, celibacy, asceticism"
shareholder,noun,c1,/ˈʃeəhəʊldə(r)/,/ˈʃerhəʊldər/,an owner of shares in a company or business,the major shareholders in the company,"Cổ đông, Người sở hữu cổ phần, Chủ sở hữu cổ phiếu","stockholder, investor, equity holder","creditor, bondholder, lender"
shatter,verb,c1,/ˈʃætə(r)/,/ˈʃætər/,to suddenly break into small pieces; to make something suddenly break into small pieces,"shatter (into something), He dropped the vase and it shattered into pieces on the floor.","Vỡ, Vỡ nát, Vỡ vụn","disintegrate, splinter, pulverize","mend, restore, consolidate"
shed,verb,c1,/ʃed/,/ʃed/,to get rid of something that is no longer wanted,The factory is shedding a large number of jobs.,"Loại bỏ, Bỏ đi, Trút bỏ","discard, relinquish, divest","retain, acquire, accumulate"
sheer,adjective,c1,/ʃɪə(r)/,/ʃɪr/,"used to emphasize the size, degree or amount of something",The area is under threat from the sheer number of tourists using it.,"hoàn toàn, tuyệt đối, thuần túy","utter, absolute, unadulterated","qualified, tempered, diluted"
shipping,noun,c1,/ˈʃɪpɪŋ/,/ˈʃɪpɪŋ/,ships in general or considered as a group,The canal is open to shipping.,"Tàu thuyền, Vận tải biển, Hàng hải","maritime industry, merchant marine, fleet","aviation, terrestrial transport, rail transport"
shoot,noun,c1,/ʃuːt/,/ʃuːt/,the part that grows up from the ground when a plant starts to grow; a new part that grows on plants or trees,new green shoots,"Chồi, Mầm, Lộc","sprout, bud, scion","decay, stagnation, withering"
shrink,verb,c1,/ʃrɪŋk/,/ʃrɪŋk/,"to become smaller, especially when washed in water that is too hot; to make clothes, cloth, etc. smaller in this way",My sweater shrank in the wash.,"Co lại, Rút lại, Bị co","diminish, contract, dwindle","expand, enlarge, augment"
shrug,verb,c1,/ʃrʌɡ/,/ʃrʌɡ/,to raise your shoulders and then drop them to show that you do not know or care about something,Sam shrugged and said nothing.,"nhún vai, khẽ nhún vai, nhấc vai lên xuống","dismiss, disregard, downplay","acknowledge, heed, confront"
sigh,noun,c1,/saɪ/,/saɪ/,an act or the sound of sighing,to give/heave/let out a sigh,"tiếng thở dài, hơi thở dài, cái thở dài","groan, moan, lamentation","gasp, exultation, cheer"
sigh,verb,c1,/saɪ/,/saɪ/,"to take and then let out a long deep breath that can be heard, to show that you are disappointed, sad, tired, etc.",He sighed deeply at the thought.,"Thở dài, Than thở, Thở hắt ra","groan, moan, lament","chuckle, rejoice, exult"
simulate,verb,c1,/ˈsɪmjuleɪt/,/ˈsɪmjuleɪt/,"to create particular conditions that exist in real life using computers, models, etc., usually for study or training purposes",Computer software can be used to simulate conditions on the seabed.,"Mô phỏng, Giả lập, Tái tạo","replicate, emulate, model","actualize, implement, execute"
simulation,noun,c1,/ˌsɪmjuˈleɪʃn/,/ˌsɪmjuˈleɪʃn/,a situation in which a particular set of conditions is created artificially in order to study or experience something that could exist in reality,a computer simulation of how the planet functions,"Mô phỏng, Giả lập, Sự mô phỏng","Replication, Emulation, Reenactment","Actuality, Authenticity, Verity"
simultaneously,adverb,c1,/ˌsɪmlˈteɪniəsli/,/ˌsaɪmlˈteɪniəsli/,at the same time as something else,The game will be broadcast simultaneously on TV and radio.,"Đồng thời, Cùng lúc, Song song","concurrently, synchronously, contemporaneously","sequentially, successively, subsequently"
sin,noun,c1,/sɪn/,/sɪn/,an offence against God or against a religious or moral law,to commit a sin,"Tội lỗi, Tội, Lỗi lầm","transgression, iniquity, trespass","righteousness, virtue, rectitude"
sketch,noun,c1,/sketʃ/,/sketʃ/,a simple picture that is drawn quickly and does not have many details,The artist is making sketches for his next painting.,"Phác thảo, Bản phác thảo, Bản vẽ nháp","draft, outline, rough","masterpiece, illustration, rendering"
skip,verb,c1,/skɪp/,/skɪp/,to move forwards lightly and quickly making a little jump with each step,She skipped happily along beside me.,"nhảy chân sáo, đi nhảy nhót, nhảy nhót","gambol, prance, bound","trudge, plod, shuffle"
slam,verb,c1,/slæm/,/slæm/,"to shut, or to make something shut, with a lot of force, making a loud noise",I heard the door slam behind him.,"đóng sầm, đập mạnh, quăng mạnh","bang, crash, pound","ease, glide, creep"
slap,verb,c1,/slæp/,/slæp/,to hit somebody/something with the flat part of your hand,She slapped his face hard.,"Tát, Vả, Bạt tai","smack, cuff, strike","caress, embrace, cuddle"
slash,verb,c1,/slæʃ/,/slæʃ/,"to make a long cut with a sharp object, especially in a violent way","slash something, Someone had slashed the tyres on my car.","Chém, rạch, cứa","gash, lacerate, rend","restore, reconstruct, suture"
slavery,noun,c1,/ˈsleɪvəri/,/ˈsleɪvəri/,the state of being forced to work as a slave,to be sold into slavery,"nô lệ, chế độ nô lệ, tình trạng nô lệ","bondage, servitude, enslavement","liberty, autonomy, emancipation"
slot,noun,c1,/slɒt/,/slɑːt/,"a long, narrow opening, into which you put or fit something",to put some coins in the slot,"khe, rãnh, hốc","aperture, fissure, crevice","blockage, obstruction, continuity"
smash,verb,c1,/smæʃ/,/smæʃ/,"to break something, or to be broken, violently and noisily into many pieces",Several windows had been smashed.,"đập vỡ, vỡ tan tành, vỡ nát","shatter, demolish, pulverize","reconstruct, restore, preserve"
snap,verb,c1,/snæp/,/snæp/,to break something suddenly with a sharp noise; to be broken in this way,"snap something, The wind had snapped the tree in two.","Rắc, Gãy, Vỡ","fracture, shatter, rupture","restore, reinforce, consolidate"
soak,verb,c1,/səʊk/,/səʊk/,to put something in liquid for a time so that it becomes completely wet; to become completely wet in this way,"soak something (in something), I usually soak the beans overnight.","ngâm, dầm, nhúng","immerse, saturate, drench","dehydrate, wring, desiccate"
soar,verb,c1,/sɔː(r)/,/sɔːr/,"if the value, amount or level of something soars, it rises very quickly",soaring costs/prices/temperatures,"Tăng vọt, Phi mã, Vọt lên","surge, rocket, escalate","plummet, plunge, tumble"
socialist,adjective,c1,/ˈsəʊʃəlɪst/,/ˈsəʊʃəlɪst/,connected with socialism,socialist beliefs,"Xã hội chủ nghĩa, Người theo chủ nghĩa xã hội, Thuộc chủ nghĩa xã hội","communist, collectivist, Marxist","capitalist, individualist, conservative"
sole,adjective,c1,/səʊl/,/səʊl/,only; single,the sole surviving member of the family,"Duy nhất, Độc nhất, Chỉ một","Unique, Exclusive, Singular","Numerous, Collective, Joint"
solely,adverb,c1,/ˈsəʊlli/,/ˈsəʊlli/,only; not involving somebody/something else,She was motivated solely by self-interest.,"chỉ, duy nhất, hoàn toàn","exclusively, purely, uniquely","conjointly, collectively, inclusively"
solicitor,noun,c1,/səˈlɪsɪtə(r)/,/səˈlɪsɪtər/,"a lawyer who prepares legal documents, for example for the sale of land or buildings, advises people on legal matters, and can speak for them in some courts of law",Her first step was to contact a solicitor for advice.,"luật sư, cố vấn pháp luật, luật sư giao dịch","attorney, counsel, legal practitioner","litigant, layperson, defendant"
solidarity,noun,c1,/ˌsɒlɪˈdærəti/,/ˌsɑːlɪˈdærəti/,"support by one person or group of people for another because they share feelings, opinions, aims, etc.",community solidarity,"Đoàn kết, Đồng lòng, Chung sức","unity, cohesion, concord","discord, dissension, antagonism"
solo,adjective,c1,/ˈsəʊləʊ/,/ˈsəʊləʊ/,"done by one person alone, without anyone helping them",his first solo flight,"Một mình, Đơn độc, Cá nhân","unaccompanied, unassisted, independent","collaborative, cooperative, collective"
solo,noun,c1,/ˈsəʊləʊ/,/ˈsəʊləʊ/,"a piece of music, dance or entertainment performed by only one person",The song features an extended guitar solo.,"Độc tấu, Đơn ca, Đơn vũ","monologue, recital, aria","ensemble, chorus, collaboration"
sound,adjective,c1,/saʊnd/,/saʊnd/,sensible; that you can rely on and that will probably give good results,He's a person of very sound judgement.,"Đáng tin cậy, hợp lý, vững chắc","valid, robust, judicious","flawed, unsubstantiated, specious"
sovereignty,noun,c1,/ˈsɒvrənti/,/ˈsɑːvrənti/,complete power to govern a country,The country claimed sovereignty over the island.,"Chủ quyền, Quyền lực tối thượng, Thế lực tối cao","autonomy, prerogative, dominion","subjugation, vassalage, subordination"
span,noun,c1,/spæn/,/spæn/,the length of time that something lasts or is able to continue,I worked with him over a span of six years.,"khoảng thời gian, thời gian kéo dài, giai đoạn","duration, period, tenure","brevity, transience, cessation"
span,verb,c1,/spæn/,/spæn/,to last all through a period of time or to cover the whole of it,His acting career spanned 55 years.,"Kéo dài, Trải dài, Bao trùm","encompass, embrace, traverse","confine, curtail, constrain"
spare,verb,c1,/speə(r)/,/sper/,"to make something such as time or money available to somebody or for something, especially when it requires an effort for you to do this","spare something/somebody, I'd love to have a break, but I can't spare the time just now.","Dành, Bớt, Trích","allocate, devote, contribute","withhold, retain, monopolize"
spark,verb,c1,/spɑːk/,/spɑːrk/,"to cause something to start or develop, especially suddenly","spark something, The proposal would spark a storm of protest around the country.","Châm ngòi, Kích hoạt, Khơi mào","trigger, catalyze, instigate","quell, stifle, hinder"
specialized,adjective,c1,/ˈspeʃəlaɪzd/,/ˈspeʃəlaɪzd/,designed or developed for a particular purpose or area of knowledge,specialized equipment,"Chuyên môn hóa, Chuyên dụng, Chuyên biệt","niche, dedicated, tailored","versatile, comprehensive, generic"
specification,noun,c1,/ˌspesɪfɪˈkeɪʃn/,/ˌspesɪfɪˈkeɪʃn/,"a detailed description of how something is, or should be, designed or made",the technical specifications of the new model (= of car),"Đặc tả kỹ thuật, Thông số kỹ thuật, Tiêu chuẩn kỹ thuật","blueprint, protocol, stipulation","ambiguity, vagueness, arbitrariness"
specimen,noun,c1,/ˈspesɪmən/,/ˈspesɪmən/,a small amount of something that shows what the rest of it is like,Astronauts have brought back specimens of rock from the moon.,"Mẫu, Mẫu vật, Vật mẫu","sample, exemplar, instance","entirety, totality, bulk"
spectacle,noun,c1,/ˈspektəkl/,/ˈspektəkl/,two lenses in a frame that rests on the nose and ears. People wear spectacles in order to be able to see better or to protect their eyes from bright light.,a pair of spectacles,"kính mắt, kính đeo mắt, mắt kính","eyeglasses, corrective lenses, optical aids","perfect vision, uncorrected vision, visual impairment"
spectrum,noun,c1,/ˈspektrəm/,/ˈspektrəm/,"a band of coloured lights in order of their wavelengths, as seen in a rainbow and into which light may be separated",A spectrum is formed by a ray of light passing through a prism.,"Phổ, Quang phổ, Dải quang phổ","range, continuum, gamut","singularity, homogeneity, discreteness"
spell,noun,c1,/spel/,/spel/,a short period of time during which something lasts,We had a spell of warm weather in April.,"Đợt, Khoảng thời gian, Chốc lát","bout, stint, stretch","eternity, perpetuity, permanence"
sphere,noun,c1,/sfɪə(r)/,/sfɪr/,"a solid figure that is completely round, with every point on its surface at an equal distance from the centre",The Earth is not a perfect sphere.,"Hình cầu, Khối cầu, Quả cầu","globe, orb, spheroid","polyhedron, irregularity, angularity"
spin,noun,c1,/spɪn/,/spɪn/,a very fast turning movement,Only in the last 50 years have we had clocks accurate enough to measure changes in the earth's spin.,"xoay, quay, xoáy","rotation, revolution, gyration","stillness, immobility, stagnation"
spin,verb,c1,/spɪn/,/spɪn/,to turn round and round quickly; to make something do this,"(+ adv./prep.), The plane was spinning out of control.","Quay, Xoay, Vặn","rotate, revolve, whirl","stabilize, immobilize, anchor"
spine,noun,c1,/spaɪn/,/spaɪn/,the row of small bones that are connected together down the middle of the back,A shiver went down my spine.,"Cột sống, Xương sống, Sống lưng","vertebral column, backbone, spinal column","periphery, appendage, extremity"
spotlight,noun,c1,/ˈspɒtlaɪt/,/ˈspɑːtlaɪt/,"a light with a single, very bright beam that can be directed at a particular place or person, especially a performer on the stage",The room was lit by spotlights.,"Đèn rọi, Đèn chiếu điểm, Spotlight","searchlight, floodlight, limelight","obscurity, concealment, anonymity"
spouse,noun,c1,/spaʊs/,/spaʊs/,a husband or wife,Fill in your spouse’s name here.,"Bạn đời, Người phối ngẫu, Vợ/Chồng","consort, helpmate, life partner","bachelor, spinster, divorcé"
spy,noun,c1,/spaɪ/,/spaɪ/,"a person who tries to get secret information about another country, organization or person, especially somebody who is employed by a government or the police",He was denounced as a foreign spy.,"điệp viên, gián điệp, mật thám","agent, operative, informant","confidant, trustee, public figure"
spy,verb,c1,/spaɪ/,/spaɪ/,"to collect secret information about another country, organization or person",He spied for his government for more than ten years.,"Điệp viên, Gián điệp, Tình báo viên","infiltrate, surveil, reconnoitre","disclose, divulge, promulgate"
squad,noun,c1,/skwɒd/,/skwɑːd/,a section of a police force that deals with a particular type of crime,the drugs/fraud/bomb/riot squad,"Đội đặc nhiệm, Đội điều tra, Tổ chuyên trách","unit, division, detachment","individual, populace, conglomeration"
squeeze,verb,c1,/skwiːz/,/skwiːz/,"to press something, especially with your fingers",to squeeze a tube of toothpaste,"bóp, nặn, kẹp","compress, constrict, grip","release, loosen, expand"
stab,verb,c1,/stæb/,/stæb/,"to push a sharp, pointed object, especially a knife, into somebody, killing or injuring them",He was stabbed to death in a racist attack.,"Đâm, Thọc, Chích","pierce, puncture, impale","heal, protect, soothe"
stability,noun,c1,/stəˈbɪləti/,/stəˈbɪləti/,the quality or state of being steady and not changing or being upset in any way (= the quality of being stable),political/economic/social stability,"Ổn định, Bền vững, Vững chắc","constancy, equilibrium, steadfastness","volatility, turbulence, flux"
stabilize,verb,c1,/ˈsteɪbəlaɪz/,/ˈsteɪbəlaɪz/,to become or to make something become steady and unlikely to change; to make something stable,The patient's condition stabilized.,"Ổn định, Củng cố, Làm cho vững chắc","consolidate, fortify, bolster","destabilize, undermine, disrupt"
stake,noun,c1,/steɪk/,/steɪk/,money that somebody invests in a company,a 20 per cent stake in the business,"Cổ phần, Vốn đầu tư, Khoản đầu tư","Investment, Holding, Equity","Debt, Liability, Divestment"
standing,adjective,c1,/ˈstændɪŋ/,/ˈstændɪŋ/,done from a position in which you are standing rather than sitting or running,a standing jump/start,"Đứng, Thẳng đứng, Tư thế đứng","upright, erect, vertical","seated, recumbent, prone"
stark,adjective,c1,/stɑːk/,/stɑːrk/,"unpleasant; real, and impossible to avoid",The author paints a stark picture of life in a prison camp.,"Khắc nghiệt, Trần trụi, Phũ phàng","harsh, bleak, unvarnished","embellished, mitigated, rosy"
statistical,adjective,c1,/stəˈtɪstɪkl/,/stəˈtɪstɪkl/,connected with or based on statistics,statistical analysis,"Thống kê, Mang tính thống kê, Thuộc về thống kê","quantitative, empirical, analytical","anecdotal, theoretical, subjective"
steer,verb,c1,/stɪə(r)/,/stɪr/,"to control the direction in which a boat, car, etc. moves",He steered the boat into the harbour.,"Lái, Điều khiển, Bẻ lái","guide, maneuver, navigate","drift, wander, stray"
stem,noun,c1,/stem/,/stem/,"the main long, thin part of a plant above the ground from which the leaves or flowers grow; a smaller part that grows from this and supports flowers or leaves","long, trailing stems of ivy","thân cây, cuống, cọng","stalk, trunk, axis","root, foliage, rhizome"
stem,verb,c1,/stem/,/stem/,to stop something that is flowing from spreading or increasing,The cut was bandaged to stem the bleeding.,"ngăn chặn, kiềm chế, hãm lại","arrest, curb, thwart","propagate, disseminate, exacerbate"
stereotype,noun,c1,/ˈsteriətaɪp/,/ˈsteriətaɪp/,"a fixed idea or image that many people have of a particular type of person or thing, but which is often not true in reality and may cause hurt and offence",cultural/gender/racial stereotypes,"Định kiến, Khuôn mẫu, Hình mẫu rập khuôn","preconception, cliché, generalization","individuality, nuance, specificity"
stimulus,noun,c1,/ˈstɪmjələs/,/ˈstɪmjələs/,something that helps somebody/something to develop better or more quickly,"stimulus for something, Books provide children with ideas and a stimulus for play.","Động lực, Yếu tố thúc đẩy, Chất xúc tác","impetus, catalyst, incentive","hindrance, deterrent, obstruction"
stir,verb,c1,/stɜː(r)/,/stɜːr/,"to move a liquid or substance around, using a spoon or something similar, in order to mix it completely","stir something, She stirred her tea.","khuấy, trộn, đảo","agitate, blend, incorporate","settle, separate, immobilize"
storage,noun,c1,/ˈstɔːrɪdʒ/,/ˈstɔːrɪdʒ/,the process of keeping something in a particular place until it is needed; the space where things can be kept,tables that fold flat for storage,"lưu trữ, kho, bảo quản","warehousing, repository, stockpile","disposal, depletion, dissemination"
straightforward,adjective,c1,/ˌstreɪtˈfɔːwəd/,/ˌstreɪtˈfɔːrwərd/,easy to do or to understand; not complicated,It's a relatively straightforward process.,"Đơn giản, Dễ hiểu, Dễ làm","uncomplicated, lucid, explicit","convoluted, ambiguous, abstruse"
strain,noun,c1,/streɪn/,/streɪn/,pressure on a system or relationship because great demands are being placed on it,The transport service cannot cope with the strain of so many additional passengers.,"Áp lực, Sức ép, Căng thẳng","stress, burden, tension","ease, relief, tranquility"
strand,noun,c1,/strænd/,/strænd/,"a single thin piece of thread, wire, hair, etc.",He pulled at a loose strand of wool in his sweater.,"Sợi, Cọng, Tơ","Filament, Fibre, Fibril","Mass, Bulk, Lump"
striking,adjective,c1,/ˈstraɪkɪŋ/,/ˈstraɪkɪŋ/,interesting and unusual enough to attract attention,a striking feature,"Đáng chú ý, Nổi bật, Ấn tượng","Remarkable, Conspicuous, Prominent","Inconspicuous, Unremarkable, Mundane"
strip,noun,c1,/strɪp/,/strɪp/,"a long narrow piece of paper, metal, cloth, etc.",a strip of material,"Dải, Băng, Miếng","Sliver, Shred, Filament","Expanse, Mass, Entirety"
strip,verb,c1,/strɪp/,/strɪp/,to take off all or most of your clothes or another person’s clothes,I stripped and washed myself all over.,"Cởi quần áo, Lột quần áo, Trút bỏ quần áo","divest, undress, disrobe","clothe, attire, don"
strive,verb,c1,/straɪv/,/straɪv/,to try very hard to achieve something,"strive for something, We encourage all members to strive for the highest standards.","phấn đấu, nỗ lực, cố gắng","endeavor, persevere, contend","relinquish, capitulate, acquiesce"
structural,adjective,c1,/ˈstrʌktʃərəl/,/ˈstrʌktʃərəl/,connected with the way in which something is built or organized,Storms have caused structural damage to hundreds of homes.,"cấu trúc, kết cấu, cơ cấu","organizational, systemic, constitutive","superficial, incidental, chaotic"
stumble,verb,c1,/ˈstʌmbl/,/ˈstʌmbl/,to hit your foot against something while you are walking or running and almost fall,The child stumbled and fell.,"vấp, loạng choạng, chệnh choạng","falter, stagger, lurch","stride, glide, sashay"
stun,verb,c1,/stʌn/,/stʌn/,"to make a person or an animal unconscious for a short time, especially by hitting them on the head",The fall stunned me for a moment.,"Làm choáng, Đánh ngất, Gây bất tỉnh","incapacitate, disable, knock out","revive, stimulate, energize"
submission,noun,c1,/səbˈmɪʃn/,/səbˈmɪʃn/,the act of accepting that somebody has defeated you and that you must obey them,a gesture of submission,"Đầu hàng, Phục tùng, Khuất phục","capitulation, deference, subservience","defiance, insubordination, rebellion"
subscriber,noun,c1,/səbˈskraɪbə(r)/,/səbˈskraɪbər/,"a person who pays money, usually once a year, to receive regular copies of a magazine or newspaper or have access to it online",subscribers to ‘New Scientist’,"Người đăng ký, Độc giả đặt mua, Thuê bao","patron, client, registrant","casual user, non-payer, free rider"
subscription,noun,c1,/səbˈskrɪpʃn/,/səbˈskrɪpʃn/,"an amount of money that you pay regularly to receive a service, be a member of a club, support a charity or receive regular copies of a newspaper or magazine; the act of paying this money",an annual subscription,"Phí đăng ký, Thuê bao, Gói đăng ký","membership, dues, contribution","cancellation, termination, withdrawal"
subsidy,noun,c1,/ˈsʌbsədi/,/ˈsʌbsədi/,money that is paid by a government or an organization to reduce the costs of services or of producing goods so that their prices can be kept low,agricultural subsidies,"Trợ cấp, Hỗ trợ, Bù lỗ","grant, subvention, endowment","tariff, levy, imposition"
substantial,adjective,c1,/səbˈstænʃl/,/səbˈstænʃl/,"large in amount, value or importance",substantial sums of money,"đáng kể, to lớn, quan trọng","considerable, significant, extensive","insignificant, negligible, inconsequential"
substantially,adverb,c1,/səbˈstænʃəli/,/səbˈstænʃəli/,very much; a lot,The costs have increased substantially.,"Đáng kể, Rõ rệt, Nhiều","considerably, significantly, markedly","slightly, minimally, negligibly"
substitute,noun,c1,/ˈsʌbstɪtjuːt/,/ˈsʌbstɪtuːt/,a person or thing that you use or have instead of the one you normally use or have,a meat substitute,"Dự bị, Người thay thế, Vật thay thế","replacement, surrogate, proxy","original, authentic, prototype"
substitute,verb,c1,/ˈsʌbstɪtjuːt/,/ˈsʌbstɪtuːt/,to take the place of somebody/something else; to use somebody/something instead of somebody/something else,"substitute for somebody/something, Nothing can substitute for the advice your doctor is able to give you.","Thay thế, Thế chỗ, Thay","supplant, supersede, displace","retain, maintain, preserve"
substitution,noun,c1,/ˌsʌbstɪˈtjuːʃn/,/ˌsʌbstɪˈtuːʃn/,an act of using one person or thing in the place of another,Two substitutions were made during the game.,"Sự thay thế, Thay thế, Sự thế chỗ","replacement, surrogate, interchange","retention, preservation, continuance"
subtle,adjective,c1,/ˈsʌtl/,/ˈsʌtl/,not very obvious or easy to notice,"subtle colours/flavours/smells, etc.","Tinh tế, Khó nhận ra, Ít rõ ràng","nuanced, imperceptible, inconspicuous","blatant, overt, conspicuous"
suburban,adjective,c1,/səˈbɜːbən/,/səˈbɜːrbən/,in or connected with a suburb,suburban areas,"Thuộc ngoại ô, Ở ngoại ô, Ngoại ô","exurban, commuter-belt, residential","urban, metropolitan, rural"
succession,noun,c1,/səkˈseʃn/,/səkˈseʃn/,a number of people or things that follow each other in time or order,a succession of visitors,"sự kế tiếp, sự liên tiếp, dãy","sequence, continuum, progression","discontinuity, cessation, interruption"
successive,adjective,c1,/səkˈsesɪv/,/səkˈsesɪv/,following immediately one after the other,This was their fourth successive win.,"kế tiếp, liên tiếp, liền nhau","consecutive, sequential, uninterrupted","sporadic, intermittent, discontinuous"
successor,noun,c1,/səkˈsesə(r)/,/səkˈsesər/,a person or thing that comes after somebody/something else and takes their/its place,Who's the likely successor to him as party leader?,"Người kế nhiệm, Kẻ kế vị, Người kế tục","heir, inheritor, designate","predecessor, forerunner, antecedent"
suck,verb,c1,/sʌk/,/sʌk/,"to take liquid, air, etc. into your mouth by using the muscles of your lips",to suck the juice from an orange,"hút, mút, hít","draw, imbibe, ingest","expel, disgorge, eject"
sue,verb,c1,/suː/,/suː/,to make a claim against a person or an organization in court about something that they have said or done to harm you,They threatened to sue if the work was not completed.,"Kiện, Khởi kiện, Đệ đơn kiện","litigate, prosecute, petition","settle, reconcile, exonerate"
suicide,noun,c1,/ˈsuːɪsaɪd/,/ˈsuːɪsaɪd/,the act of killing yourself deliberately,to commit suicide,"Tự tử, Tự sát, Hành vi tự sát","self-destruction, self-immolation, self-slaughter","preservation, survival, thriving"
suite,noun,c1,/swiːt/,/swiːt/,"a set of rooms, especially in a hotel",a hotel/private/honeymoon suite,"Phòng suite, Phòng đặc biệt, Phòng cao cấp","apartment, penthouse, lodgings","cell, cubicle, compartment"
summit,noun,c1,/ˈsʌmɪt/,/ˈsʌmɪt/,"the highest point of something, especially the top of a mountain",We reached the summit at noon.,"Đỉnh, Chóp, Thượng đỉnh","apex, pinnacle, zenith","nadir, trough, abyss"
superb,adjective,c1,/suːˈpɜːb/,/suːˈpɜːrb/,excellent; of very good quality,a superb player,"Tuyệt vời, Xuất sắc, Tuyệt hảo","outstanding, exemplary, exceptional","mediocre, inferior, substandard"
superior,adjective,c1,/suːˈpɪəriə(r)/,/suːˈpɪriər/,better in quality than somebody/something else; greater than somebody/something else,vastly superior,"ưu việt, vượt trội, hơn hẳn","preeminent, paramount, exceptional","inferior, subordinate, mediocre"
supervise,verb,c1,/ˈsuːpəvaɪz/,/ˈsuːpərvaɪz/,"to be in charge of somebody/something and make sure that everything is done correctly, safely, etc.","supervise (somebody/something), to supervise building work","Giám sát, Quản lý, Chỉ đạo","oversee, administer, regulate","neglect, abdicate, relinquish"
supervision,noun,c1,/ˌsuːpəˈvɪʒn/,/ˌsuːpərˈvɪʒn/,"the work or activity involved in being in charge of somebody/something and making sure that everything is done correctly, safely, etc.",Very young children should not be left to play without supervision.,"Giám sát, Sự giám sát, Quản lý","oversight, stewardship, custodianship","neglect, dereliction, abandonment"
supervisor,noun,c1,/ˈsuːpəvaɪzə(r)/,/ˈsuːpərvaɪzər/,a person who supervises somebody/something,I have a meeting with my supervisor about my research topic.,"Giám sát viên, Quản lý, Trưởng nhóm","manager, overseer, director","subordinate, underling, protégé"
supplement,noun,c1,/ˈsʌplɪmənt/,/ˈsʌplɪmənt/,a thing that is added to something else to improve or complete it,vitamin/dietary supplements (= vitamins and other foods eaten in addition to what you usually eat),"Bổ sung, Phần bổ sung, Chất bổ sung","augmentation, complement, enhancement","detriment, diminution, impairment"
supplement,verb,c1,/ˈsʌplɪment/,/ˈsʌplɪment/,to add something to something in order to improve it or make it more complete,"supplement something with something, a diet supplemented with vitamin pills","Bổ sung, Thêm vào, Bù đắp","augment, enhance, complement","diminish, detract, undermine"
supportive,adjective,c1,/səˈpɔːtɪv/,/səˈpɔːrtɪv/,encouraging somebody or giving them help or sympathy,a supportive family,"Hỗ trợ, Động viên, Nâng đỡ","encouraging, advocating, bolstering","hostile, adversarial, undermining"
